ID,loan_amnt,loan_term,interest_rate,loan_grade,loan_subgrade,job_experience,home_ownership,annual_income,income_verification_status,loan_purpose,state_code,debt_to_income,delinq_2yrs,public_records,revolving_balance,total_acc,interest_receive,application_type,last_week_pay,total_current_balance,total_revolving_limit,default
14509214,25000,3 years,7.62,A,A3,10+ years,MORTGAGE,100000.0,Not Verified,credit_card,FL,16.6,0.0,0.0,26215,26.0,2542.92,INDIVIDUAL,100.0,137344.0,34600.0,0
27789491,10000,3 years,8.39,A,A5,<5 Years,RENT,34000.0,Source Verified,debt_consolidation,WV,21.74,0.0,0.0,3011,36.0,906.03,INDIVIDUAL,70.0,63273.0,21400.0,0
295367,8000,3 years,16.08,F,F2,10+ years,MORTGAGE,92500.0,Not Verified,debt_consolidation,NM,21.91,0.0,1.0,13446,30.0,2153.97,INDIVIDUAL,161.0,,,1
14238677,16000,5 years,17.57,D,D2,<5 Years,MORTGAGE,150000.0,Source Verified,credit_card,CT,12.93,0.0,0.0,53723,37.0,4367.6,INDIVIDUAL,95.0,263934.0,72900.0,0
43904944,6000,3 years,10.99,B,B4,<5 Years,RENT,42082.0,Source Verified,home_improvement,PA,16.94,0.0,0.0,4836,27.0,394.44,INDIVIDUAL,30.0,204648.0,11600.0,1
54485125,18000,5 years,19.99,E,E4,6-10 years,MORTGAGE,45000.0,Verified,credit_card,FL,13.89,1.0,0.0,8846,22.0,1995.32,INDIVIDUAL,31.0,90542.0,29000.0,0
41308676,12000,5 years,13.66,C,C3,<5 Years,MORTGAGE,55000.0,Source Verified,home_improvement,WV,17.22,0.0,2.0,2880,13.0,1402.45,INDIVIDUAL,48.0,55142.0,11600.0,0
23823570,10000,3 years,12.49,B,B5,6-10 years,RENT,30000.0,Not Verified,credit_card,NY,11.92,0.0,0.0,9996,24.0,1425.66,INDIVIDUAL,74.0,54885.0,17300.0,0
46877186,35000,3 years,18.25,E,E1,<5 Years,MORTGAGE,96000.0,Verified,debt_consolidation,CA,26.79,0.0,0.0,114090,45.0,4188.67,INDIVIDUAL,39.0,396768.0,174900.0,0
58732406,5000,3 years,12.69,C,C2,6-10 years,RENT,67000.0,Verified,debt_consolidation,CA,25.36,0.0,0.0,19447,59.0,300.13,INDIVIDUAL,26.0,312645.0,34300.0,0
62574682,3000,3 years,13.33,C,C3,,RENT,18000.0,Verified,credit_card,FL,32.0,0.0,0.0,2804,27.0,140.84,INDIVIDUAL,22.0,16955.0,10200.0,0
49797825,24000,5 years,13.99,C,C4,<5 Years,MORTGAGE,80000.0,Source Verified,credit_card,GA,12.35,0.0,0.0,35118,14.0,2360.76,INDIVIDUAL,39.0,218436.0,48100.0,0
43457019,13000,3 years,7.49,A,A4,10+ years,OWN,38335.0,Not Verified,credit_card,AL,25.95,0.0,0.0,21095,25.0,768.69,INDIVIDUAL,48.0,26355.0,36100.0,0
10786896,10000,3 years,11.99,B,B3,<5 Years,RENT,47000.0,Not Verified,credit_card,AZ,11.52,0.0,0.0,9422,15.0,967.59,INDIVIDUAL,48.0,28716.0,12500.0,1
27068627,20000,3 years,12.99,C,C1,6-10 years,RENT,55000.0,Verified,other,NY,9.62,0.0,0.0,17805,19.0,836.08,INDIVIDUAL,17.0,17805.0,40200.0,1
68289734,9800,3 years,9.17,B,B2,<5 Years,RENT,55423.0,Source Verified,debt_consolidation,NY,7.3,0.0,0.0,6936,12.0,142.97,INDIVIDUAL,9.0,7537.0,10400.0,0
66423392,10000,3 years,8.18,B,B1,6-10 years,RENT,44000.0,Not Verified,credit_card,ME,16.62,1.0,0.0,11679,18.0,130.12,INDIVIDUAL,9.0,21600.0,41300.0,0
38489440,6000,3 years,6.99,A,A3,6-10 years,RENT,75000.0,Source Verified,debt_consolidation,CA,21.17,0.0,0.0,4820,21.0,382.26,INDIVIDUAL,56.0,68565.0,53300.0,0
49331849,7000,3 years,10.99,B,B4,6-10 years,MORTGAGE,100000.0,Source Verified,home_improvement,SC,22.43,1.0,0.0,70443,17.0,495.63,INDIVIDUAL,35.0,428308.0,74000.0,1
7657980,17625,5 years,9.71,B,B1,10+ years,MORTGAGE,62000.0,Verified,home_improvement,KS,14.98,0.0,0.0,3826,20.0,3402.45,INDIVIDUAL,131.0,152898.0,23500.0,0
6806974,29700,5 years,21.98,E,E4,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,TN,26.23,6.0,0.0,27362,35.0,14038.58,INDIVIDUAL,135.0,418538.0,31000.0,0
47156815,19800,3 years,25.83,G,G2,6-10 years,MORTGAGE,57000.0,Source Verified,other,FL,30.08,2.0,1.0,8720,26.0,3505.94,INDIVIDUAL,39.0,193163.0,41800.0,0
44183592,24000,5 years,16.99,D,D3,<5 Years,MORTGAGE,98000.0,Source Verified,debt_consolidation,TX,19.21,0.0,0.0,9749,52.0,3182.92,INDIVIDUAL,44.0,103697.0,27400.0,0
57074828,27000,3 years,9.99,B,B3,6-10 years,MORTGAGE,80000.0,Source Verified,debt_consolidation,CA,3.62,0.0,0.0,11752,23.0,1252.06,INDIVIDUAL,26.0,11752.0,47700.0,0
47123340,13600,5 years,18.25,E,E1,<5 Years,RENT,39500.0,Source Verified,debt_consolidation,CA,19.66,0.0,0.0,5928,12.0,1515.88,INDIVIDUAL,35.0,16424.0,10900.0,1
23853699,15000,5 years,15.61,D,D1,<5 Years,MORTGAGE,78000.0,Verified,other,PA,30.94,0.0,0.0,20977,25.0,2359.31,INDIVIDUAL,57.0,221395.0,29600.0,0
2843704,8100,3 years,11.14,B,B2,6-10 years,RENT,82101.0,Not Verified,debt_consolidation,CA,7.78,0.0,0.0,12291,20.0,1244.43,INDIVIDUAL,109.0,33537.0,16300.0,1
1580741,17625,3 years,18.55,D,D4,10+ years,MORTGAGE,70000.0,Verified,debt_consolidation,CA,9.14,1.0,0.0,4880,10.0,5488.67,INDIVIDUAL,161.0,,,1
62149608,14000,3 years,8.18,B,B1,6-10 years,RENT,56000.0,Not Verified,debt_consolidation,MA,17.81,0.0,0.0,13416,13.0,354.86,INDIVIDUAL,17.0,50473.0,14500.0,0
10876833,35000,5 years,19.2,D,D3,10+ years,MORTGAGE,213000.0,Source Verified,debt_consolidation,HI,5.16,1.0,0.0,5704,29.0,9583.0,INDIVIDUAL,87.0,16360.0,9200.0,0
58819694,25000,3 years,7.89,A,A5,6-10 years,OWN,70000.0,Verified,credit_card,CA,23.12,0.0,0.0,40362,16.0,770.03,INDIVIDUAL,26.0,54009.0,44500.0,0
41198624,20000,5 years,10.49,B,B3,10+ years,MORTGAGE,50000.0,Source Verified,credit_card,PA,21.99,0.0,0.0,13058,21.0,1934.88,INDIVIDUAL,52.0,59198.0,15400.0,0
7428954,20000,3 years,10.64,B,B2,<5 Years,RENT,109000.0,Verified,debt_consolidation,CT,14.55,0.0,0.0,21864,10.0,3330.84,INDIVIDUAL,131.0,26637.0,46000.0,0
26288948,26000,3 years,23.43,F,F1,6-10 years,MORTGAGE,75000.0,Verified,debt_consolidation,NY,21.18,0.0,0.0,27088,22.0,3711.08,INDIVIDUAL,35.0,336486.0,32800.0,1
49504469,15000,3 years,12.69,C,C2,10+ years,RENT,45000.0,Source Verified,other,WA,19.25,1.0,1.0,18662,35.0,1180.65,INDIVIDUAL,39.0,19315.0,28800.0,0
14317412,10000,5 years,19.99,E,E1,<5 Years,OWN,39388.0,Verified,debt_consolidation,AL,21.08,0.0,0.0,8090,34.0,2313.74,INDIVIDUAL,65.0,135313.0,28300.0,0
13897511,15000,5 years,15.61,C,C5,6-10 years,RENT,36000.0,Source Verified,debt_consolidation,CA,21.03,0.0,2.0,7341,19.0,3746.08,INDIVIDUAL,95.0,12536.0,13700.0,0
4677251,26500,5 years,23.83,F,F5,6-10 years,RENT,70000.0,Verified,credit_card,NY,14.21,3.0,0.0,23625,30.0,14317.52,INDIVIDUAL,144.0,47543.0,31100.0,0
1314258,14600,5 years,14.99,C,C5,6-10 years,RENT,39707.0,Source Verified,debt_consolidation,TX,16.05,0.0,0.0,9132,24.0,1387.74,INDIVIDUAL,30.0,13091.0,34900.0,1
46971861,12000,3 years,12.29,C,C1,<5 Years,RENT,55000.0,Not Verified,debt_consolidation,NJ,13.31,0.0,0.0,11985,7.0,893.83,INDIVIDUAL,35.0,12972.0,14800.0,0
53806336,5000,3 years,5.32,A,A1,<5 Years,MORTGAGE,74000.0,Not Verified,debt_consolidation,FL,5.04,2.0,0.0,4281,28.0,140.16,INDIVIDUAL,31.0,362521.0,25000.0,0
622140,11200,3 years,13.48,C,C3,<5 Years,RENT,46739.4,Not Verified,debt_consolidation,CA,3.93,0.0,0.0,6372,11.0,2365.83,INDIVIDUAL,135.0,,,1
65560009,6000,3 years,12.29,C,C1,<5 Years,RENT,50000.0,Verified,debt_consolidation,NC,20.64,0.0,0.0,6670,42.0,175.97,INDIVIDUAL,13.0,63610.0,14100.0,0
11999570,24000,5 years,19.22,D,D4,10+ years,MORTGAGE,89000.0,Verified,debt_consolidation,TX,19.78,1.0,0.0,16599,42.0,3314.7,INDIVIDUAL,43.0,130577.0,30000.0,1
8078621,9600,3 years,14.33,C,C2,<5 Years,MORTGAGE,36000.0,Not Verified,debt_consolidation,WI,5.63,0.0,1.0,4304,30.0,936.69,INDIVIDUAL,39.0,42002.0,22900.0,1
1733808,12000,3 years,17.77,D,D1,<5 Years,RENT,49500.0,Not Verified,debt_consolidation,OH,14.3,0.0,0.0,7932,17.0,3403.47,INDIVIDUAL,131.0,37667.0,14200.0,1
49495496,11025,3 years,11.53,B,B5,<5 Years,RENT,38000.0,Not Verified,debt_consolidation,NC,25.05,0.0,0.0,13246,16.0,769.69,INDIVIDUAL,35.0,21777.0,36000.0,0
907371,15000,5 years,15.65,D,D4,<5 Years,RENT,30000.0,Not Verified,debt_consolidation,OR,15.84,2.0,0.0,12440,27.0,3455.7,INDIVIDUAL,87.0,,,0
1512069,8000,3 years,12.12,B,B3,<5 Years,RENT,59000.0,Not Verified,debt_consolidation,TX,12.07,0.0,0.0,8336,35.0,658.29,INDIVIDUAL,39.0,,,1
1880901,8400,3 years,6.03,A,A1,10+ years,MORTGAGE,70000.0,Not Verified,home_improvement,CA,20.57,0.0,0.0,5255,34.0,633.77,INDIVIDUAL,87.0,148419.0,33900.0,1
765810,15000,3 years,13.98,C,C3,6-10 years,MORTGAGE,48000.0,Source Verified,other,IL,6.08,0.0,0.0,9501,11.0,1561.71,INDIVIDUAL,43.0,,,1
37115364,15000,5 years,13.66,C,C3,10+ years,RENT,43000.0,Source Verified,debt_consolidation,IN,12.34,0.0,0.0,13352,14.0,2177.24,INDIVIDUAL,61.0,13352.0,18100.0,0
70336472,10200,3 years,10.99,B,B4,10+ years,MORTGAGE,40000.0,Not Verified,other,WA,19.65,0.0,0.0,2718,19.0,87.18,INDIVIDUAL,9.0,256673.0,11400.0,0
10757300,21500,3 years,11.99,B,B3,<5 Years,RENT,50000.0,Source Verified,debt_consolidation,TX,29.62,0.0,0.0,14071,44.0,3753.01,INDIVIDUAL,109.0,74939.0,38900.0,0
56055939,15850,3 years,12.69,C,C2,<5 Years,RENT,45000.0,Not Verified,debt_consolidation,RI,14.32,0.0,0.0,11054,22.0,1068.65,INDIVIDUAL,31.0,23150.0,14100.0,0
61874064,4000,3 years,11.53,B,B5,<5 Years,RENT,70000.0,Source Verified,other,CA,1.42,2.0,0.0,1065,6.0,145.75,INDIVIDUAL,17.0,5498.0,2200.0,0
3557439,12000,3 years,14.33,C,C1,<5 Years,RENT,60000.0,Not Verified,credit_card,UT,13.9,0.0,1.0,12930,28.0,2635.74,INDIVIDUAL,117.0,19277.0,21600.0,1
67678779,10000,3 years,6.24,A,A2,6-10 years,RENT,67000.0,Source Verified,credit_card,NV,21.19,0.0,0.0,19651,30.0,104.41,INDIVIDUAL,13.0,39724.0,55200.0,0
1803725,10800,3 years,14.33,C,C1,<5 Years,RENT,165000.0,Not Verified,debt_consolidation,CA,6.11,1.0,0.0,10659,20.0,2231.96,INDIVIDUAL,104.0,31351.0,22400.0,1
13207279,15000,5 years,15.61,C,C4,<5 Years,OWN,88000.0,Verified,debt_consolidation,FL,33.58,0.0,0.0,130445,55.0,3886.43,INDIVIDUAL,104.0,236914.0,277000.0,0
38389249,16000,3 years,16.49,D,D3,10+ years,MORTGAGE,36000.0,Verified,debt_consolidation,AR,10.8,3.0,0.0,3489,15.0,2438.14,INDIVIDUAL,56.0,95274.0,5600.0,0
55275982,5000,3 years,9.17,B,B2,10+ years,RENT,43000.0,Verified,other,NY,4.86,0.0,1.0,4740,32.0,212.67,INDIVIDUAL,26.0,4740.0,18300.0,0
1604813,13600,3 years,13.67,B,B5,10+ years,MORTGAGE,40850.0,Verified,credit_card,GA,33.52,0.0,0.0,16834,28.0,1619.1,INDIVIDUAL,56.0,,,1
64982113,35000,3 years,13.33,C,C3,<5 Years,MORTGAGE,240000.0,Verified,debt_consolidation,MA,13.52,1.0,0.0,36441,33.0,1087.91,INDIVIDUAL,13.0,725689.0,116700.0,0
18374615,1800,3 years,8.39,A,A5,<5 Years,MORTGAGE,98000.0,Not Verified,other,AZ,15.74,0.0,0.0,8958,37.0,70.84,INDIVIDUAL,26.0,232635.0,38400.0,1
71366830,35000,3 years,11.22,B,B5,<5 Years,RENT,120000.0,Source Verified,home_improvement,CA,2.82,0.0,0.0,4801,22.0,305.43,INDIVIDUAL,4.0,9224.0,25800.0,0
71228845,10000,3 years,17.57,D,D4,10+ years,MORTGAGE,108365.0,Verified,debt_consolidation,DC,17.36,2.0,0.0,17530,58.0,126.9,INDIVIDUAL,4.0,595138.0,25400.0,0
11528427,24000,5 years,22.4,E,E3,10+ years,MORTGAGE,169000.0,Verified,debt_consolidation,TX,33.39,0.0,0.0,56699,45.0,9445.04,INDIVIDUAL,109.0,357988.0,69300.0,0
7419187,16000,5 years,17.56,D,D1,6-10 years,MORTGAGE,40000.0,Verified,debt_consolidation,MI,13.89,0.0,1.0,5170,27.0,3614.69,INDIVIDUAL,74.0,148424.0,6600.0,1
66939632,10000,5 years,10.99,B,B4,10+ years,MORTGAGE,49000.0,Not Verified,debt_consolidation,MN,27.99,0.0,0.0,9622,40.0,265.17,INDIVIDUAL,13.0,130728.0,62300.0,0
37818119,12950,5 years,18.54,E,E1,<5 Years,RENT,36000.0,Not Verified,debt_consolidation,NY,15.6,0.0,0.0,17442,42.0,2069.45,INDIVIDUAL,48.0,310607.0,25900.0,0
59023352,10500,3 years,10.99,B,B4,<5 Years,RENT,40000.0,Source Verified,credit_card,FL,33.18,0.0,0.0,15831,13.0,536.14,INDIVIDUAL,26.0,30424.0,24500.0,0
8118750,12000,5 years,22.2,E,E4,<5 Years,RENT,50000.0,Source Verified,other,KS,14.14,0.0,0.0,17606,10.0,221.55,INDIVIDUAL,4.0,28377.0,21500.0,0
47791051,15000,3 years,13.33,C,C3,<5 Years,RENT,35000.0,Not Verified,debt_consolidation,VA,10.43,0.0,0.0,10016,25.0,242.1,INDIVIDUAL,9.0,10016.0,19500.0,1
44143976,20000,3 years,9.17,B,B2,6-10 years,RENT,59000.0,Source Verified,debt_consolidation,IN,14.1,2.0,0.0,3768,18.0,1355.49,INDIVIDUAL,44.0,11499.0,4400.0,0
17792582,9600,3 years,11.99,B,B3,6-10 years,MORTGAGE,76000.0,Not Verified,debt_consolidation,UT,17.5,0.0,0.0,16840,29.0,1468.76,INDIVIDUAL,87.0,142342.0,37300.0,0
47671425,15425,3 years,16.99,D,D3,6-10 years,MORTGAGE,70000.0,Not Verified,debt_consolidation,VA,13.2,0.0,1.0,6064,33.0,1668.74,INDIVIDUAL,35.0,192664.0,9400.0,0
7447879,5000,3 years,12.35,B,B4,10+ years,MORTGAGE,150000.0,Not Verified,debt_consolidation,FL,6.75,0.0,0.0,6704,21.0,900.4,INDIVIDUAL,109.0,94646.0,8800.0,1
37717745,35000,5 years,11.44,B,B4,10+ years,MORTGAGE,150000.0,Verified,debt_consolidation,AZ,20.32,0.0,0.0,44320,36.0,3980.36,INDIVIDUAL,56.0,330027.0,52200.0,0
49992482,4000,3 years,13.99,C,C4,<5 Years,RENT,28000.0,Not Verified,debt_consolidation,CA,29.1,0.0,0.0,7456,18.0,339.86,INDIVIDUAL,39.0,99510.0,10200.0,0
51442741,25000,3 years,7.89,A,A5,6-10 years,MORTGAGE,250000.0,Source Verified,debt_consolidation,TX,21.19,1.0,0.0,33253,49.0,1188.8,INDIVIDUAL,35.0,472188.0,183700.0,0
5798022,25000,3 years,12.12,B,B3,6-10 years,RENT,120000.0,Verified,debt_consolidation,CA,17.77,1.0,0.0,14982,33.0,4861.26,INDIVIDUAL,144.0,63238.0,49500.0,0
9977194,7500,3 years,16.2,C,C4,10+ years,MORTGAGE,45000.0,Source Verified,credit_card,OH,21.95,2.0,0.0,10750,44.0,746.61,INDIVIDUAL,35.0,77569.0,32500.0,1
18424141,20000,5 years,18.24,D,D5,6-10 years,MORTGAGE,123000.0,Not Verified,debt_consolidation,NC,19.26,0.0,0.0,24611,34.0,5190.12,INDIVIDUAL,83.0,275946.0,33100.0,0
49799548,12000,3 years,11.53,B,B5,<5 Years,RENT,42000.0,Not Verified,debt_consolidation,NC,6.6,0.0,0.0,8758,23.0,837.75,INDIVIDUAL,35.0,8758.0,27400.0,0
1474337,23850,3 years,9.76,B,B1,<5 Years,OWN,64000.0,Not Verified,other,AL,28.48,0.0,0.0,19058,61.0,3234.95,INDIVIDUAL,117.0,,,1
66979261,24000,5 years,8.18,B,B1,10+ years,MORTGAGE,57500.0,Not Verified,debt_consolidation,ME,12.18,0.0,0.0,18738,22.0,314.07,INDIVIDUAL,13.0,97312.0,46600.0,0
51116179,15000,3 years,16.55,D,D2,<5 Years,RENT,77521.0,Source Verified,debt_consolidation,CA,14.49,1.0,0.0,9049,34.0,1498.57,INDIVIDUAL,35.0,71860.0,13700.0,0
1788306,20050,3 years,21.49,E,E3,10+ years,MORTGAGE,88500.0,Verified,other,AZ,33.79,0.0,0.0,31704,41.0,5702.93,INDIVIDUAL,91.0,221806.0,40700.0,0
4638107,3500,3 years,6.62,A,A2,10+ years,MORTGAGE,86000.0,Not Verified,debt_consolidation,NC,3.03,0.0,0.0,2839,36.0,360.64,INDIVIDUAL,135.0,320839.0,68000.0,1
3980575,18225,5 years,16.29,C,C4,10+ years,MORTGAGE,54000.0,Verified,credit_card,WI,26.53,0.0,0.0,27177,52.0,6784.41,INDIVIDUAL,152.0,167452.0,39200.0,0
67379970,20000,5 years,12.29,C,C1,<5 Years,RENT,51000.0,Not Verified,debt_consolidation,TX,33.04,0.0,0.0,7727,14.0,393.52,INDIVIDUAL,9.0,40955.0,8000.0,0
63365281,24900,5 years,13.99,C,C4,<5 Years,RENT,81000.0,Not Verified,credit_card,MA,36.87,0.0,0.0,39851,26.0,1092.42,INDIVIDUAL,17.0,105118.0,41900.0,0
12326955,12000,3 years,11.99,B,B3,10+ years,RENT,95000.0,Not Verified,debt_consolidation,HI,5.02,0.0,0.0,3791,11.0,248.32,INDIVIDUAL,22.0,16338.0,7100.0,1
62969438,26000,3 years,5.32,A,A1,<5 Years,MORTGAGE,135000.0,Not Verified,credit_card,CO,7.66,0.0,0.0,10674,22.0,427.88,INDIVIDUAL,17.0,290035.0,16300.0,0
64885909,20000,5 years,9.17,B,B2,<5 Years,MORTGAGE,50000.0,Not Verified,debt_consolidation,MI,26.14,0.0,0.0,39099,18.0,442.24,INDIVIDUAL,13.0,148406.0,54500.0,0
17452151,35000,3 years,7.9,A,A4,10+ years,MORTGAGE,395000.0,Verified,credit_card,AR,10.03,0.0,0.0,78826,34.0,3482.74,INDIVIDUAL,87.0,387518.0,110900.0,0
18174295,35000,5 years,20.2,E,E3,6-10 years,MORTGAGE,233000.0,Source Verified,home_improvement,IL,7.75,0.0,0.0,2401,29.0,10109.09,INDIVIDUAL,83.0,383839.0,7500.0,0
68780723,7500,3 years,7.89,A,A5,6-10 years,OWN,68000.0,Not Verified,credit_card,GA,15.86,0.0,0.0,2995,51.0,100.69,INDIVIDUAL,9.0,490666.0,19500.0,0
218997,5500,3 years,9.2,B,B1,<5 Years,RENT,37000.0,Not Verified,other,WA,16.74,0.0,0.0,6566,36.0,819.33,INDIVIDUAL,157.0,,,1
73386797,13200,3 years,5.32,A,A1,<5 Years,MORTGAGE,150000.0,Not Verified,home_improvement,TX,15.45,0.0,0.0,42605,30.0,0.0,INDIVIDUAL,,365831.0,154000.0,0
41352867,20825,5 years,17.86,D,D5,6-10 years,MORTGAGE,72000.0,Source Verified,debt_consolidation,TX,23.02,0.0,1.0,3510,34.0,3443.28,INDIVIDUAL,52.0,225540.0,11300.0,0
9596823,21600,5 years,20.2,D,D5,<5 Years,RENT,48000.0,Verified,credit_card,NJ,12.2,0.0,0.0,16783,23.0,1080.03,INDIVIDUAL,13.0,17126.0,18000.0,1
41250055,35000,5 years,21.99,E,E5,<5 Years,OWN,240000.0,Verified,other,MD,22.73,0.0,0.0,13051,22.0,7002.05,INDIVIDUAL,48.0,585012.0,15300.0,0
13366883,10000,3 years,15.61,C,C4,6-10 years,OWN,36000.0,Not Verified,home_improvement,RI,21.5,0.0,0.0,14765,17.0,958.58,INDIVIDUAL,39.0,23544.0,23000.0,1
19094963,8225,3 years,12.99,C,C1,,RENT,22908.0,Verified,other,CA,4.61,0.0,0.0,2876,7.0,952.69,INDIVIDUAL,61.0,2876.0,24900.0,1
635269,5000,3 years,6.76,A,A2,,OWN,90000.0,Not Verified,other,CA,1.93,0.0,0.0,5768,22.0,132.89,INDIVIDUAL,48.0,,,1
10887208,18825,3 years,13.67,B,B5,,MORTGAGE,42000.0,Verified,credit_card,MI,11.91,0.0,0.0,15391,19.0,3770.05,INDIVIDUAL,109.0,45074.0,40200.0,0
6728271,13000,5 years,16.29,C,C4,<5 Years,RENT,38600.0,Verified,debt_consolidation,MD,15.85,0.0,0.0,8633,18.0,4453.62,INDIVIDUAL,139.0,30625.0,12100.0,0
412298,9325,3 years,12.53,C,C1,6-10 years,MORTGAGE,85000.0,Not Verified,other,AK,18.58,0.0,0.0,67614,41.0,1332.5,INDIVIDUAL,74.0,,,0
3865654,20000,3 years,13.11,B,B4,6-10 years,MORTGAGE,65000.0,Verified,credit_card,AR,23.3,0.0,0.0,27631,37.0,4288.96,INDIVIDUAL,152.0,274127.0,42900.0,0
67808121,16800,5 years,14.65,C,C5,6-10 years,MORTGAGE,65000.0,Source Verified,debt_consolidation,OH,30.75,0.0,0.0,4542,19.0,394.19,INDIVIDUAL,9.0,141648.0,12900.0,0
2434980,6000,3 years,15.31,C,C2,10+ years,MORTGAGE,90000.0,Not Verified,debt_consolidation,NY,21.25,0.0,0.0,18372,36.0,1520.49,INDIVIDUAL,161.0,50523.0,23592.0,1
54454975,17000,5 years,18.25,E,E1,6-10 years,RENT,70000.0,Source Verified,debt_consolidation,NY,24.21,0.0,0.0,16583,25.0,1735.07,INDIVIDUAL,31.0,35777.0,36600.0,0
54494885,5000,3 years,9.99,B,B3,<5 Years,RENT,65760.0,Not Verified,credit_card,NY,6.88,0.0,0.0,14385,19.0,157.71,INDIVIDUAL,17.0,16746.0,19800.0,0
44153455,10000,5 years,9.99,B,B3,<5 Years,RENT,40000.0,Source Verified,debt_consolidation,NY,14.98,0.0,0.0,4934,40.0,777.47,INDIVIDUAL,43.0,40373.0,27300.0,0
26487668,14400,5 years,10.15,B,B2,<5 Years,MORTGAGE,50000.0,Not Verified,credit_card,LA,15.84,0.0,0.0,10743,7.0,1685.37,INDIVIDUAL,65.0,189199.0,39000.0,1
58209196,10000,3 years,6.24,A,A2,6-10 years,OWN,53000.0,Not Verified,debt_consolidation,TX,24.37,0.0,0.0,14207,37.0,231.91,INDIVIDUAL,22.0,34051.0,63400.0,0
8328068,5400,3 years,18.25,D,D2,<5 Years,RENT,230000.0,Verified,credit_card,NY,18.68,0.0,0.0,48390,34.0,1574.46,INDIVIDUAL,126.0,225611.0,50000.0,0
64935721,4800,3 years,13.99,C,C4,,RENT,50000.0,Verified,credit_card,CA,17.02,0.0,3.0,3166,30.0,180.88,INDIVIDUAL,13.0,17523.0,11800.0,0
59599192,6000,3 years,7.89,A,A5,<5 Years,MORTGAGE,103000.0,Source Verified,debt_consolidation,MD,16.86,1.0,0.0,22926,20.0,184.81,INDIVIDUAL,22.0,513291.0,24900.0,0
3477064,25000,5 years,19.05,D,D4,10+ years,RENT,153400.0,Verified,debt_consolidation,OH,10.36,1.0,0.0,6766,16.0,11225.6,INDIVIDUAL,156.0,22557.0,7300.0,0
55537227,12000,3 years,10.99,B,B4,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,TX,28.74,0.0,0.0,21244,36.0,706.72,INDIVIDUAL,31.0,105329.0,31500.0,0
39556021,5500,3 years,8.19,A,A5,,RENT,28920.0,Source Verified,credit_card,NY,6.31,0.0,1.0,4078,9.0,383.09,INDIVIDUAL,52.0,4078.0,7800.0,0
31306227,7450,3 years,20.2,E,E3,<5 Years,RENT,25000.0,Source Verified,debt_consolidation,CA,30.82,0.0,0.0,14114,6.0,1591.42,INDIVIDUAL,65.0,27605.0,14300.0,0
55537292,7000,3 years,16.99,D,D3,<5 Years,RENT,30000.0,Source Verified,debt_consolidation,CT,20.28,0.0,0.0,5662,13.0,641.35,INDIVIDUAL,31.0,14827.0,7000.0,0
47844387,27500,5 years,12.29,C,C1,10+ years,MORTGAGE,109000.0,Source Verified,debt_consolidation,CO,13.23,1.0,0.0,5722,36.0,1827.53,INDIVIDUAL,26.0,324595.0,22800.0,1
13878269,12750,3 years,14.16,C,C2,<5 Years,MORTGAGE,65000.0,Not Verified,debt_consolidation,TN,22.91,0.0,0.0,8035,25.0,2464.49,INDIVIDUAL,95.0,19604.0,11000.0,0
47874327,7200,3 years,13.99,C,C4,<5 Years,RENT,27000.0,Source Verified,debt_consolidation,OH,20.18,0.0,0.0,5754,11.0,698.19,INDIVIDUAL,39.0,18220.0,12200.0,0
67976003,24000,5 years,12.59,C,C2,<5 Years,MORTGAGE,93000.0,Not Verified,debt_consolidation,CA,17.41,1.0,0.0,26695,45.0,218.23,INDIVIDUAL,4.0,385288.0,118800.0,0
71996011,13000,3 years,9.76,B,B3,6-10 years,RENT,42500.0,Source Verified,credit_card,VA,28.78,0.0,0.0,13262,17.0,98.68,INDIVIDUAL,4.0,32822.0,21100.0,0
1488279,17500,3 years,7.9,A,A4,10+ years,RENT,138500.0,Not Verified,debt_consolidation,IL,7.63,0.0,0.0,15324,20.0,2211.97,INDIVIDUAL,156.0,,,1
65592640,10000,3 years,7.89,A,A5,<5 Years,RENT,54000.0,Verified,credit_card,VA,15.6,0.0,0.0,9428,13.0,181.41,INDIVIDUAL,13.0,16227.0,18700.0,0
42343333,6000,3 years,8.19,A,A5,<5 Years,RENT,62000.0,Not Verified,debt_consolidation,VA,18.11,2.0,0.0,2627,54.0,416.56,INDIVIDUAL,52.0,91801.0,14400.0,0
61647039,12000,5 years,12.29,C,C1,6-10 years,RENT,74500.0,Source Verified,credit_card,PA,26.07,0.0,0.0,24378,24.0,591.22,INDIVIDUAL,22.0,71486.0,27900.0,0
56238640,12000,3 years,10.99,B,B4,<5 Years,RENT,70000.0,Not Verified,credit_card,FL,22.63,1.0,0.0,13618,27.0,202.56,INDIVIDUAL,9.0,34789.0,29700.0,0
64705825,10425,3 years,20.99,E,E5,<5 Years,RENT,115000.0,Source Verified,other,CA,7.63,0.0,0.0,6787,7.0,523.79,INDIVIDUAL,13.0,14674.0,15100.0,0
47065071,10000,3 years,13.33,C,C3,<5 Years,RENT,36000.0,Source Verified,debt_consolidation,NV,12.13,0.0,0.0,2331,14.0,357.59,INDIVIDUAL,13.0,7731.0,24800.0,1
